customer_id,name,email,country,city,state,signup_date
7b24d0e6584ac5a21ec1256d96965500,Rachel Harris DVM,brendali@example.org,BR,divinopolis,MG,2026-06-22
7981196c7252350915beb9a7367d40b2,William Huerta,lauren10@example.org,BR,mogi das cruzes,SP,2026-06-01
9d0ac1cdbfc919d676e2c2377abb32c1,Alexis Baker,judyfox@example.net,BR,brasilia,DF,2026-06-25
b1a049b952fdc19b69b2865c29986b9c,Ashley Gordon,acostaregina@example.net,BR,sao paulo,SP,2026-06-15
1f6d48610f32c723924f9af3e88f1c64,John Morales,henryrenee@example.org,BR,sao paulo,SP,2026-06-14
fa7e6f153b7724fda5c1d7cc7b9ae4ec,Marcus Richards,oscar98@example.com,BR,paraiba do sul,RJ,2025-10-31
8728c766c84eeda24b3e54fe6e632051,Michael Farrell,russellbeasley@example.com,BR,paulista,PE,2026-03-26
4bc7250d4b42b3374eb6f41b12429592,Brandon Simmons,nicholas27@example.org,BR,sao paulo,SP,2026-06-22
29f61e71b90b55a988f45a66bb91bfb7,Parker Cain,willisanna@example.com,BR,carapicuiba,SP,2026-06-12
13ac6da47fef1b17b16f511e03b57918,Michelle Schmitt,michael98@example.org,BR,sao paulo,SP,2026-06-24
9553802042571deac62d5789ed18a241,Hayley Hawkins,farmeraudrey@example.com,BR,bom principio,RS,2026-02-15
37e1a83b513512531032b4a9c43bab5d,Donald Farmer,michael22@example.net,BR,sao paulo,SP,2026-03-30
60f874c577dc096ecd52bd0bf6bd5942,Joseph Bennett,xpeterson@example.com,BR,astolfo dutra,MG,2026-06-21
eabd76f3506262b0db0dda1d48394a9b,Sophia Moore,craigjoseph@example.net,BR,curitiba,PR,2026-06-01
93bf5d4e752358fa9ea738ebf793cb79,Daniel Hunt,russell49@example.com,BR,belo horizonte,MG,2026-06-04
24a5c2b24a4467c37e2f54c1b311de93,Mrs. Christine Dougherty,kathrynroberts@example.org,BR,marialva,PR,2026-06-25
54fccbde5e005f2dbc6ad8d5473c9ac7,Joseph Hall,charles06@example.org,BR,sao paulo,SP,2026-05-12
1bdff446efb5846d0969eaf8978d4342,Laura Mckinney,zroberts@example.org,BR,sao jose do rio preto,SP,2026-06-09
52e57dd9218d99ea21b26f00c9151761,Tamara Davis,sanchezbrianna@example.net,BR,cabo frio,RJ,2026-05-08
d04c37e1699d05ba4f5fe7cf2bffc97a,Richard Jones,schmidtjames@example.com,BR,contagem,MG,2026-06-10
82e96a74eeb99b61395a1403630fe437,Charles Gonzalez,kathleenrios@example.org,BR,uberlandia,MG,2026-06-27
7b3b8cf6cef1b5fb3f47348a33cd6d42,Joann Glass,michelle52@example.com,BR,cafeara,PR,2026-06-20
f32cdbbeca0aba5358bddc018dd12b09,Leslie Bell,collinsshannon@example.org,BR,porto alegre,RS,2026-06-27
2e61eefc516ee26837d29fd3d76530fa,Vanessa Davis,jford@example.net,BR,sao joaquim da barra,SP,2026-01-17
ca19a17e381182923b66007a351574b7,Erica Alvarez,susanhayes@example.com,BR,foz do iguacu,PR,2026-03-23
96b1c916f245f2462efcde3fce04bc3e,Jeffrey Gonzales,michaelhardin@example.com,BR,belo horizonte,MG,2026-04-20
5ece49e012285b9003d084a4ea8a9c94,Maria Jones,grantpaul@example.com,BR,sao bernardo do campo,SP,2026-06-20
5d348bbc0f1a5cc45c3e4b93b8c9f802,Sydney Collins,tanderson@example.org,BR,sao goncalo,RJ,2026-06-26
b6c083700ca8c135ba9f0f132930d4e8,Meagan Calderon,lucasrodney@example.com,BR,suzano,SP,2026-03-24
1a7a10e9273fca58179bdd0d40843b0c,Ralph Lee,ericphillips@example.org,BR,guarulhos,SP,2025-11-28
f34cd7fd85a1f8baff886edf09567be3,Brittany White,jenniferwilliams@example.com,BR,timbo,SC,2026-06-26
67626c49069bdf05ff127d59a6649948,Rachel Young,kylestokes@example.com,BR,camboriu,SC,2026-06-13
56636fd22de1a315b8a50d45cf94d859,Jessica Hammond,ashaw@example.org,BR,nova bassano,RS,2026-06-26
34c6f984b590bbfe3d4d6c76007c0b1c,Amy Castillo,angela18@example.org,BR,rio grande,RS,2026-05-13
9bbfdf9f7f65b58481e1ed110a2eed46,Taylor Hernandez,odavis@example.com,BR,brasilia,DF,2026-05-11
0567f279c243671842613f581ed3462c,Jonathan Young,brooksanthony@example.org,BR,braganca paulista,SP,2026-06-25
30a7c7292c38ac22477fcb75306ac4ef,Thomas Kennedy,katherineharrison@example.net,BR,barra do garcas,MT,2026-06-13
ba66b6edd0756a62cb11be4d4655ed32,Kimberly Acosta,srodriguez@example.org,BR,sao paulo,SP,2026-06-09
91e6fd64694fa9a828270d442ba88e03,Riley Bryant,copelandvincent@example.net,BR,embu,SP,2026-06-22
87edab6661956d4d2f05e205251cf1a4,Doris Smith,john62@example.net,BR,sao bernardo do campo,SP,2026-03-28
1d4626b197f66aa6129c135ab09f1a7b,Kimberly Hartman,myerstheodore@example.net,BR,brasilia,DF,2026-06-16
bb50112c998293f45f49f49704165768,Heather Jones,jessicafuller@example.net,BR,urussanga,SC,2026-06-23
113bdaf5255ce5a458057ebf9975befb,Robin Thompson,epollard@example.net,BR,silvianopolis,MG,2026-06-09
7aeb8dc11cd50c32f37fea0435c4e9b1,Terri Johnson,bradleygonzalez@example.org,BR,sao paulo,SP,2026-05-19
b778de6d690edae39654f4444e081771,Robert Kennedy,mullinsjames@example.com,BR,gameleiras,MG,2026-06-23
ef6b4c0581dbf34e6eb5e33e0094c445,Jacob Preston,ykline@example.com,BR,belem,PA,2026-06-20
8dfb24fac32ec7170821d2be63fa9c1c,Robert Adams,acostachristian@example.net,BR,pocos de caldas,MG,2022-06-08
be1e99a0c57d7c3c699cfc4db26c8edf,Garrett Phillips,bmorrison@example.org,BR,contagem,MG,2026-05-31
337691bc9242e1d53d521ed78a12ab8d,Susan Mendez,yhill@example.org,BR,santos,SP,2026-06-15
05aa2ef3623cdba9ca3e83b91f1eee5c,Nicole Moore,thomascathy@example.com,BR,piracaia,SP,2026-06-11
466c3a741a952640c1984a48ebbffbf9,Travis Johnson,erikarush@example.com,BR,rio de janeiro,RJ,2026-06-25
09f54e88196d12eba479017f13f0e237,Jacob Edwards,john10@example.net,BR,santos,SP,2026-06-23
b49d79cdef655bb4cdf8223390c20524,Autumn Hampton,nlewis@example.com,BR,sinop,MT,2026-06-19
ad28944afc91824e30366a595654aaa4,Jodi Roach,zosborn@example.net,BR,guaruja,SP,2026-06-06
0b48151c4ac827afeee06ce2d77cc343,Donna Evans,jenniferho@example.net,BR,barueri,SP,2026-06-23
755bdc2822a8f01cfcec19ae4dcaae66,William Conner,kristyjohnson@example.net,BR,sao paulo,SP,2026-06-23
a4813c3f53f0652da225d8410cc615a0,Stephen Jones,ukey@example.com,BR,feliz,RS,2026-06-26
2eac18b475d7d985f0ab52b9c010f59f,William Day,howens@example.com,BR,sao paulo,SP,2026-06-02
de53649541ad2006de823720ad65ca77,Catherine Burch,dshaw@example.org,BR,belo horizonte,MG,2026-06-23
610d3e47ad4921adc40aa9fd6bbeeaa5,Michael Reed,meghan43@example.net,BR,jambeiro,SP,2026-02-25
1da2a3343d3e10a969375849ac5b7f1f,Anna Davidson,georgeweber@example.net,BR,sao jose do rio preto,SP,2026-04-06
3321a75303831a580b0973bbf54900da,Scott Miller,debra96@example.net,BR,ipatinga,MG,2026-06-26
7a78c6e53163e36c68d2f22f5909b0eb,Tyler Webb,eevans@example.net,BR,tupa,SP,2026-06-22
629fb99609e4613c746af4eaa455c91a,Gerald Thomas,jessica56@example.org,BR,sao paulo,SP,2026-05-28
a296df1cf7557b871094bda3d269972e,John Adams,donaldwilliams@example.com,BR,brasilia,DF,2026-06-23
237c219a24b6a3183a216a5ca00f6edf,Taylor Griffith,kathrynjimenez@example.net,BR,blumenau,SC,2026-06-25
49d79c76cf12065b7a08103cdba3e1b8,Brandon Long MD,jasongomez@example.org,BR,moncoes,SP,2026-01-02
59150cde6405fb8f31f6dd1882d15754,Adam Rodriguez,nicoleluna@example.com,BR,rio de janeiro,RJ,2026-06-07
a05262e3e3de722e0a42cfa3b48e622c,Chloe Tran,hughesshannon@example.net,BR,sao paulo,SP,2026-06-13
f62f269f9ce7c41d20a90f70df873f42,Brent Brooks,angela52@example.org,BR,balneario camboriu,SC,2026-05-07
6e4188c01246d30b20d17a1ed42094fe,Micheal Brock,ghernandez@example.org,BR,rio de janeiro,RJ,2026-04-30
8377420a8b3549f6f40dca93815ee602,William Stevenson,brittney88@example.net,BR,sao paulo,SP,2026-06-24
43676e9993577d1991036ea6720213de,Alan Rivera,whitneybrandy@example.net,BR,vargem grande,MA,2026-06-26
8dc17b53543ee0ff19970896cfc6c750,Mikayla Silva,alexandriagriffith@example.com,BR,rio brilhante,MS,2026-06-16
dc643b60537f44f35b2f91610ea64153,Travis Rodriguez,alexanderrobert@example.com,BR,eugenopolis,MG,2026-06-16
f1a7919983d547880b4111fd4f77c74d,Kaitlyn Charles,thorntonapril@example.net,BR,belem,PA,2026-06-14
fd3c867c2bcd048675609cf2b0f1aedb,Emily Thompson,amy49@example.com,BR,sao jose do rio preto,SP,2026-05-19
05292bc3f6db7fd79133285a32a82d53,Todd Hendrix,janet75@example.com,BR,paulinia,SP,2026-05-28
7530369a1ddf13882910895b0559423d,Kenneth Daniels,xcardenas@example.org,BR,sao paulo,SP,2024-10-23
a43149b43ab4253753f89fb6909d1371,Jeremy Scott,ilewis@example.com,BR,jundiai,SP,2026-06-26
c230d0a507ccf302b339305e2acf3376,Anthony Stein,danawilliams@example.com,BR,sao paulo,SP,2026-06-17
58e1140fb8f15f1a010d01a34bfbf77d,Brenda Oconnell,richarddonovan@example.com,BR,santo andre,SP,2026-06-19
9316f45a5da8403a5938bd6069b1a4a7,Matthew Velez,pearsonjesse@example.net,BR,sao jose dos campos,SP,2026-04-05
1605a6c5d93d3488fb621c5323930795,Amanda Huff,vlopez@example.com,BR,rio de janeiro,RJ,2026-06-22
25775ec7ac8aff278f093e8614bb3331,Frances Gibson,ismall@example.net,BR,campinas,SP,2026-06-24
317a5bc8cf58c4401e221c74d7a51982,Nicholas Wong,alexisrogers@example.com,BR,belo horizonte,MG,2026-06-15
95363f351776a3f8a43145c79a046053,Jennifer Patterson,christopher12@example.org,BR,apucarana,PR,2026-06-16
ed62ab8aab76f4d4efc4344ba5ef3a6d,James Griffin,stephanie49@example.net,BR,recife,PE,2026-06-21
f8f338d24407d8c6da17ada8bf6eb613,Bryan Parker,tparks@example.com,BR,osasco,SP,2026-06-22
ce900bc17b3e45ec05956db418d86207,Daniel Bernard,vhernandez@example.net,BR,valinhos,SP,2026-01-29
a5c133a6a95d06f06939fd961fb8a0c3,Nicole Pham,kathleenbecker@example.net,BR,santo andre,SP,2026-06-15
7cc3f51930537216ff70ecdc8f506a37,Justin Brown,ashleyhernandez@example.com,BR,manaus,AM,2026-04-05
0d77d20b2c7c92602b0c4ec4fe5997af,Katherine Nolan,dstokes@example.org,BR,cidreira,RS,2026-06-09
a40096fc0a3862e9e12bc55b5f8e6ab2,Megan Parker,fosterlisa@example.net,BR,rio de janeiro,RJ,2026-06-27
c68949b701afe5343ce845dd492772e8,Michael Weaver,michaelcesar@example.com,BR,santiago,RS,2022-06-08
4f6d635ff2fd4e30ff5369a7b943eb22,Veronica Brewer,ybrooks@example.com,BR,sao paulo,SP,2026-04-18
226c621e6babfecac4e9e776382c77aa,Scott Wilson,urice@example.org,BR,sao sepe,RS,2025-07-21
ca87392503c5a503ff16afc9344ebbe0,Nathan Coleman,pmorrow@example.com,BR,alta floresta,MT,2026-01-23
e9adf7ea1e1dbb166b5024015154104b,Molly Rodriguez,bmendez@example.org,BR,guarulhos,SP,2026-04-12
691d75928efd2c5dd34b678f19783c28,Kyle Warner,sanchezbradley@example.com,BR,jaboatao dos guararapes,PE,2026-06-24
6ad430c5fac5e72b42f74af4ad7e98f3,Amy Gordon,jim95@example.net,BR,sao paulo,SP,2026-06-13
28da048f094c0c9cbbc5412bcf41b6b0,Ms. Jennifer Hill,conniesimmons@example.com,BR,ibatiba,ES,2026-06-23
2c4f12ef543ba44eead3e3a43c229c11,Emma Butler,kevinwhite@example.net,BR,hortolandia,SP,2026-06-17
3e8f3e58aafa9bb38d7b2ace611ff6af,Michael Shaffer,harttammy@example.net,BR,sao paulo,SP,2026-06-26
b73b575cfe44692948a64dbdd55703f2,Matthew Nielsen,christopher30@example.com,BR,cotia,SP,2026-06-18
dc77e5e1396c807043f506f794d8fd1e,Chelsea Gill,timothybooth@example.com,BR,macae,RJ,2024-09-12
ec6a3d80eab7e27f7ee8efeb6839eee9,Colton Figueroa,srocha@example.net,BR,saudades,SC,2026-06-22
bbbea7f167264b7236e4459dcb0a8838,Patricia James,kyle58@example.com,BR,rio de janeiro,RJ,2026-05-07
c555d42202667b1e09e50e7667b6a663,Erica Harris,robert93@example.net,BR,macapa,AP,2026-06-14
000ec5bff359e1c0ad76a81a45cb598f,Lauren Butler,jameshall@example.net,BR,salto de pirapora,SP,2026-06-16
4df9aee56fa602c72756abb22ee60b17,Gail Hines,plevy@example.net,BR,taboao da serra,SP,2025-10-13
9d85c39a38a86ed13978803d7560c612,Nathan Freeman,warrenmary@example.org,BR,bom jesus,GO,2022-06-08
4c592d97ec529a019883285afe424187,Crystal Mann,robinsonstephen@example.org,BR,caxias do sul,RS,2026-06-08
ef2994ab5e93b358146005d4d3db4880,Juan Smith,amanda40@example.net,BR,uberlandia,MG,2026-05-21
533959cf0ee1554e269d8cc79f12a7d1,Brent Hernandez,christineking@example.com,BR,santa cruz do rio pardo,SP,2026-06-24
3cf7c427d21f1f414a8bfceac52e4c58,Jared Cunningham,kevinclayton@example.org,BR,diadema,SP,2026-06-21
b5d37c728f9ea12eae24f87212cf90fa,Amy Smith,christopherbruce@example.net,BR,santa ines,BA,2025-07-24
e44a59cd3178714eaf095face6112af5,Tamara Hall,enelson@example.net,BR,rio de janeiro,RJ,2026-06-06
941590fb8aef66b3a8352fe7c691879e,Cassie Jefferson,alibrenda@example.net,BR,serrinha,BA,2026-06-09
9f67d6145893e41e7ada2e646b84f658,David Davenport,irhodes@example.com,BR,votorantim,SP,2026-05-15
fc0a9229ea43fea6c9f9d79c06761a1e,Melissa Miller,brian63@example.org,BR,hortolandia,SP,2026-06-26
14e66b7268fef09f5183f5e3a84cdd91,Erin Walters,whenry@example.net,BR,itatiaia,RJ,2026-06-06
212c759d8c4f2d4d9d6fd4c7de0afbb3,Angelica Montgomery,jennifermiller@example.org,BR,duque de caxias,RJ,2026-06-12
3a62a4803c77457a96c996a9db36a662,Emily Rodriguez,hahnsean@example.com,BR,varre-sai,RJ,2026-04-10
9ccfff93c79f3dd996cce15f26480c5b,Justin Russell,davisangela@example.net,BR,rio de janeiro,RJ,2026-06-24
184ff574579b06c07152f2ba4ae74106,James Miller,ashleyjackson@example.com,BR,caxias do sul,RS,2025-09-23
84032c13e75382a35c99ae73156b30b9,Charles Jackson,robert71@example.com,BR,rio de janeiro,RJ,2026-06-26
d10582c312d1c3a03ed8ea136273c54d,Christina Rodriguez,adam65@example.net,BR,vila velha,ES,2026-06-24
97dc91f9e896442f6ac9650bb2a9b594,Jeffrey Colon,kevinmorrison@example.net,BR,campinas,SP,2026-06-05
5aa54d66adf169b992129dd4456b048a,Tracy Carter,yfaulkner@example.org,BR,mangaratiba,RJ,2026-05-27
cb296f03ccd21cfcb3ba0778c4f3b7d9,Timothy Gonzalez,erinpierce@example.net,BR,atibaia,SP,2026-06-22
803c9b252709beca97a308a9197371ff,Eddie Schwartz,ichambers@example.net,BR,sao paulo,SP,2026-06-25
